id,url,is_post,post_title,publish_date,author,comment_count
19,http://www.younghouselove.com/2011/01/what-could-have-been/,True,What Could Have Been…,"January 12, 2011",Sherry Petersik,814
20,http://www.younghouselove.com/2011/01/at-last-a-video-tour-of-our-new-house/,True,"At Last, A Video Tour Of Our New House","January 13, 2011",Sherry Petersik,291
21,http://www.younghouselove.com/2011/01/theyre-here/,True,They’re Here!,"January 13, 2011",John Petersik,286
22,http://www.younghouselove.com/2011/01/the-deed-is-done/,True,The Deed Is Done,"January 14, 2011",Sherry Petersik,590
23,http://www.younghouselove.com/2011/01/heres-the-story-of-a-lovely-napkin/,True,"Here’s The Story, Of A Lovely Napkin","January 17, 2011",Sherry Petersik,194
24,http://www.younghouselove.com/2011/01/claras-room/,True,Clara’s Room,"January 18, 2011",Sherry Petersik,331
25,http://www.younghouselove.com/2011/01/epic-fail/,True,Epic Fail,"January 18, 2011",John Petersik,204
26,http://www.younghouselove.com/2011/01/tool-academy/,True,Tool Academy,"January 19, 2011",John Petersik,135
27,http://www.younghouselove.com/2011/01/going-gray/,True,Going Gray,"January 19, 2011",John Petersik,439
28,http://www.younghouselove.com/2011/01/workin-nine-to-um-nine/,True,"Workin’ Nine To…Um, Nine","January 20, 2011",John Petersik,362
29,http://www.younghouselove.com/2011/01/we-found-a-note-hidden-in-our-house/,True,We Found A Note Hidden In Our House!,"January 21, 2011",Sherry Petersik,576
30,http://www.younghouselove.com/2011/01/glad-thats-out-of-the-way/,True,Glad That’s Out Of The Way,"January 24, 2011",Sherry Petersik,545
31,http://www.younghouselove.com/2011/01/sectional-hunting/,True,Sectional Hunting,"January 25, 2011",Sherry Petersik,534
32,http://www.younghouselove.com/2011/01/swatch-watch/,True,Swatch Watch,"January 25, 2011",John Petersik,181
33,http://www.younghouselove.com/2011/01/purloined/,True,Purloined,"January 26, 2011",Sherry Petersik,206
34,http://www.younghouselove.com/2011/01/pillow-progress/,True,Pillow Progress,"January 27, 2011",John Petersik,140
35,http://www.younghouselove.com/2011/01/look-how-domestic-my-wife-is/,True,Look How Domestic My Wife Is,"January 27, 2011",John Petersik,555
36,http://www.younghouselove.com/2011/01/somebodys-watching-me/,True,Somebody’s Watching Me,"January 28, 2011",John Petersik,229
37,http://www.younghouselove.com/2011/01/surprise/,True,Surprise!,"January 31, 2011",John Petersik,639
38,http://www.younghouselove.com/feed/,False,NA,NA,NA,NA
39,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-803616,False,NA,NA,NA,NA
40,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-803690,False,NA,NA,NA,NA
41,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-803691,False,NA,NA,NA,NA
42,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-803696,False,NA,NA,NA,NA
43,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-803841,False,NA,NA,NA,NA
44,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-803871,False,NA,NA,NA,NA
45,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-804701,False,NA,NA,NA,NA
46,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-804752,False,NA,NA,NA,NA
47,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-805806,False,NA,NA,NA,NA
48,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-805867,False,NA,NA,NA,NA
49,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-999322,False,NA,NA,NA,NA
50,http://www.younghouselove.com/2011/01/january-superlatives/comment-page-1/#comment-999338,False,NA,NA,NA,NA
51,http://www.younghouselove.com/advertise/,False,NA,NA,NA,NA
52,http://www.younghouselove.com/about-2/contact-the-youngsters/,False,NA,NA,NA,NA
53,http://www.younghouselove.com/2013/02/,False,NA,NA,NA,NA
54,http://www.younghouselove.com/2013/01/,False,NA,NA,NA,NA
55,http://www.younghouselove.com/2012/12/,False,NA,NA,NA,NA
56,http://www.younghouselove.com/2012/11/,False,NA,NA,NA,NA
57,http://www.younghouselove.com/2012/10/,False,NA,NA,NA,NA
58,http://www.younghouselove.com/2012/09/,False,NA,NA,NA,NA
59,http://www.younghouselove.com/2012/08/,False,NA,NA,NA,NA
60,http://www.younghouselove.com/2012/07/,False,NA,NA,NA,NA
61,http://www.younghouselove.com/2012/06/,False,NA,NA,NA,NA
62,http://www.younghouselove.com/2012/05/,False,NA,NA,NA,NA
63,http://www.younghouselove.com/2012/04/,False,NA,NA,NA,NA
64,http://www.younghouselove.com/2012/03/,False,NA,NA,NA,NA
65,http://www.younghouselove.com/2012/02/,False,NA,NA,NA,NA
66,http://www.younghouselove.com/2012/01/,False,NA,NA,NA,NA
67,http://www.younghouselove.com/2011/12/,False,NA,NA,NA,NA
68,http://www.younghouselove.com/2011/11/,False,NA,NA,NA,NA
69,http://www.younghouselove.com/2011/10/,False,NA,NA,NA,NA
70,http://www.younghouselove.com/2011/09/,False,NA,NA,NA,NA
71,http://www.younghouselove.com/2011/08/,False,NA,NA,NA,NA
72,http://www.younghouselove.com/2011/07/,False,NA,NA,NA,NA
73,http://www.younghouselove.com/2011/06/,False,NA,NA,NA,NA
74,http://www.younghouselove.com/2011/05/,False,NA,NA,NA,NA
75,http://www.younghouselove.com/2011/04/,False,NA,NA,NA,NA
76,http://www.younghouselove.com/2011/03/,False,NA,NA,NA,NA
77,http://www.younghouselove.com/2011/02/,False,NA,NA,NA,NA
78,http://www.younghouselove.com/2011/01/,False,NA,NA,NA,NA
79,http://www.younghouselove.com/2010/12/,False,NA,NA,NA,NA
80,http://www.younghouselove.com/2010/11/,False,NA,NA,NA,NA
81,http://www.younghouselove.com/2010/10/,False,NA,NA,NA,NA
82,http://www.younghouselove.com/2010/09/,False,NA,NA,NA,NA
83,http://www.younghouselove.com/2010/08/,False,NA,NA,NA,NA
84,http://www.younghouselove.com/2010/07/,False,NA,NA,NA,NA
85,http://www.younghouselove.com/2010/06/,False,NA,NA,NA,NA
86,http://www.younghouselove.com/2010/05/,False,NA,NA,NA,NA
87,http://www.younghouselove.com/2010/04/,False,NA,NA,NA,NA
88,http://www.younghouselove.com/2010/03/,False,NA,NA,NA,NA
89,http://www.younghouselove.com/2010/02/,False,NA,NA,NA,NA
90,http://www.younghouselove.com/2010/01/,False,NA,NA,NA,NA
91,http://www.younghouselove.com/2009/12/,False,NA,NA,NA,NA
92,http://www.younghouselove.com/2009/11/,False,NA,NA,NA,NA
93,http://www.younghouselove.com/2009/10/,False,NA,NA,NA,NA
94,http://www.younghouselove.com/2009/09/,False,NA,NA,NA,NA
95,http://www.younghouselove.com/2009/08/,False,NA,NA,NA,NA
96,http://www.younghouselove.com/2009/07/,False,NA,NA,NA,NA
97,http://www.younghouselove.com/2009/06/,False,NA,NA,NA,NA
98,http://www.younghouselove.com/2009/05/,False,NA,NA,NA,NA
99,http://www.younghouselove.com/2009/04/,False,NA,NA,NA,NA
100,http://www.younghouselove.com/2009/03/,False,NA,NA,NA,NA
101,http://www.younghouselove.com/2009/02/,False,NA,NA,NA,NA
102,http://www.younghouselove.com/2009/01/,False,NA,NA,NA,NA
103,http://www.younghouselove.com/2008/12/,False,NA,NA,NA,NA
104,http://www.younghouselove.com/2008/11/,False,NA,NA,NA,NA
105,http://www.younghouselove.com/2008/10/,False,NA,NA,NA,NA
106,http://www.younghouselove.com/2008/09/,False,NA,NA,NA,NA
107,http://www.younghouselove.com/2008/08/,False,NA,NA,NA,NA
108,http://www.younghouselove.com/2008/07/,False,NA,NA,NA,NA
109,http://www.younghouselove.com/2008/06/,False,NA,NA,NA,NA
110,http://www.younghouselove.com/2008/05/,False,NA,NA,NA,NA
111,http://www.younghouselove.com/2008/04/,False,NA,NA,NA,NA
112,http://www.younghouselove.com/2008/03/,False,NA,NA,NA,NA
113,http://www.younghouselove.com/2008/02/,False,NA,NA,NA,NA
114,http://www.younghouselove.com/2008/01/,False,NA,NA,NA,NA
115,http://www.younghouselove.com/2007/12/,False,NA,NA,NA,NA
116,http://www.younghouselove.com/2007/11/,False,NA,NA,NA,NA
117,http://www.younghouselove.com/2007/10/,False,NA,NA,NA,NA
118,http://www.younghouselove.com/2007/09/,False,NA,NA,NA,NA
119,http://www.younghouselove.com/category/a-day-in-the-life/,False,NA,NA,NA,NA
120,http://www.younghouselove.com/category/art-we-heart/,False,NA,NA,NA,NA
121,http://www.younghouselove.com/category/baby-business/,False,NA,NA,NA,NA
122,http://www.younghouselove.com/category/before-after/,False,NA,NA,NA,NA
123,http://www.younghouselove.com/category/blog-banter/,False,NA,NA,NA,NA
124,http://www.younghouselove.com/category/book-happenings/,False,NA,NA,NA,NA
125,http://www.younghouselove.com/category/budget-blooms/,False,NA,NA,NA,NA
126,http://www.younghouselove.com/category/budget-breakdowns/,False,NA,NA,NA,NA
127,http://www.younghouselove.com/category/burger-bidness/,False,NA,NA,NA,NA
128,http://www.younghouselove.com/category/burning-questions/,False,NA,NA,NA,NA
129,http://www.younghouselove.com/category/caught-on-video/,False,NA,NA,NA,NA
130,http://www.younghouselove.com/category/cleaning-and-organizing/,False,NA,NA,NA,NA
131,http://www.younghouselove.com/category/deals-window-shopping/,False,NA,NA,NA,NA
132,http://www.younghouselove.com/category/decorating-lessons/,False,NA,NA,NA,NA
133,http://www.younghouselove.com/category/diy-decor/,False,NA,NA,NA,NA
134,http://www.younghouselove.com/category/easy-upgrades/,False,NA,NA,NA,NA
135,http://www.younghouselove.com/category/eco-mania/,False,NA,NA,NA,NA
136,http://www.younghouselove.com/category/entertaining-ideas/,False,NA,NA,NA,NA
137,http://www.younghouselove.com/category/exterior-upgrades/,False,NA,NA,NA,NA
138,http://www.younghouselove.com/category/fab-freebies/,False,NA,NA,NA,NA
139,http://www.younghouselove.com/category/furniture-makeovers-building-stuff/,False,NA,NA,NA,NA
140,http://www.younghouselove.com/category/good-reads/,False,NA,NA,NA,NA
141,http://www.younghouselove.com/category/holiday-hijinks/,False,NA,NA,NA,NA
142,http://www.younghouselove.com/category/home-improvement-help/,False,NA,NA,NA,NA
143,http://www.younghouselove.com/category/house-crashing/,False,NA,NA,NA,NA
144,http://www.younghouselove.com/category/kid-stuff/,False,NA,NA,NA,NA
145,http://www.younghouselove.com/category/lovey-dovey-stuff/,False,NA,NA,NA,NA
146,http://www.younghouselove.com/category/macklemore-thrift-shop-challenge/,False,NA,NA,NA,NA
147,http://www.younghouselove.com/category/monthly-roundups/,False,NA,NA,NA,NA
148,http://www.younghouselove.com/category/mood-board-making/,False,NA,NA,NA,NA
149,http://www.younghouselove.com/category/odds-ends/,False,NA,NA,NA,NA
150,http://www.younghouselove.com/category/on-the-road-again/,False,NA,NA,NA,NA
151,http://www.younghouselove.com/category/one-guys-take-on/,False,NA,NA,NA,NA
152,http://www.younghouselove.com/category/our-current-house/,False,NA,NA,NA,NA
153,http://www.younghouselove.com/category/our-first-house/,False,NA,NA,NA,NA
154,http://www.younghouselove.com/category/painting-projects/,False,NA,NA,NA,NA
155,http://www.younghouselove.com/category/pinterest-challenge/,False,NA,NA,NA,NA
156,http://www.younghouselove.com/category/pop-quizzes/,False,NA,NA,NA,NA
157,http://www.younghouselove.com/category/problem-solving/,False,NA,NA,NA,NA
158,http://www.younghouselove.com/category/reader-redesign/,False,NA,NA,NA,NA
159,http://www.younghouselove.com/category/richmond-related/,False,NA,NA,NA,NA
160,http://www.younghouselove.com/category/room-evolutions/,False,NA,NA,NA,NA
161,http://www.younghouselove.com/category/save-some-moolah/,False,NA,NA,NA,NA
162,http://www.younghouselove.com/category/selling-moving-buying/,False,NA,NA,NA,NA
163,http://www.younghouselove.com/category/sew-excited/,False,NA,NA,NA,NA
164,http://www.younghouselove.com/category/so-hot-right-now/,False,NA,NA,NA,NA
165,http://www.younghouselove.com/category/stuff-we-bought/,False,NA,NA,NA,NA
166,http://www.younghouselove.com/category/thrift-store-scores/,False,NA,NA,NA,NA
167,http://www.younghouselove.com/category/weve-been-shot/,False,NA,NA,NA,NA
168,http://www.younghouselove.com/category/wedding-stuff/,False,NA,NA,NA,NA
169,http://www.younghouselove.com/faqs/,False,NA,NA,NA,NA
170,http://www.younghouselove.com/about-2/source-list/,False,NA,NA,NA,NA
171,http://www.younghouselove.com/about-2/our-paint-colors/,False,NA,NA,NA,NA
172,http://www.younghouselove.com/how-to/monthly-roundups/,False,NA,NA,NA,NA
173,http://www.younghouselove.com/2012/12/book-projects-by-you/,True,Book Projects By You!,"December 4, 2012",Sherry Petersik,161
174,http://www.younghouselove.com/about-2/on-video/,False,NA,NA,NA,NA
175,http://www.younghouselove.com/photo-gallery-2/lets-go-house-crashing/,False,NA,NA,NA,NA
176,http://www.younghouselove.com/about-2/blogging-faqs/,False,NA,NA,NA,NA
177,http://www.younghouselove.com/photo-gallery-2/our-first-house//,False,NA,NA,NA,NA
178,http://www.younghouselove.com/photo-gallery-2/our-current-house/,False,NA,NA,NA,NA
179,http://www.younghouselove.com/photo-gallery-2/claras-weekly-photo-project/,False,NA,NA,NA,NA
180,http://www.younghouselove.com/faqs/#givingback,False,NA,NA,NA,NA
181,http://www.younghouselove.com/about-2/our-privacy-policy/,False,NA,NA,NA,NA
182,http://www.younghouselove.com/about-2/the-young-house-love-disclaimer/,False,NA,NA,NA,NA
183,http://www.younghouselove.com/book/,False,NA,NA,NA,NA
184,http://www.younghouselove.com/2013/02/fab-freebie-get-i-done/#comments,False,NA,NA,NA,NA
185,http://www.younghouselove.com/2013/02/fab-freebie-get-i-done/,True,Fab Freebie: Get It Done,"February 18, 2013",John Petersik,3450
186,http://www.younghouselove.com/author/youngsterjohn/,False,NA,NA,NA,NA
187,http://www.younghouselove.com/about-2/freebie-policies-faqs/#international,False,NA,NA,NA,NA
188,http://www.younghouselove.com/about-2/freebie-policies-faqs/#duplicate,False,NA,NA,NA,NA
189,http://www.younghouselove.com/about-2/freebie-policies-faqs/,False,NA,NA,NA,NA
190,http://www.younghouselove.com/2013/02/put-a-birdcage-on-it/#comments,False,NA,NA,NA,NA
191,http://www.younghouselove.com/2013/02/put-a-birdcage-on-it/,True,Put A Birdcage On It,"February 18, 2013",Sherry Petersik,361
192,http://www.younghouselove.com/2013/02/chalking-it-up/,True,Chalking It Up,"February 7, 2013",Sherry Petersik,408
193,http://www.younghouselove.com/2012/09/bathroom-bootcamp-day-3-aka-the-end/,True,Bathroom Bootcamp: Day 3 (aka: the end),"September 19, 2012",Sherry Petersik,467
194,http://www.younghouselove.com/2010/03/nursery-progress-makin-a-mobile/,True,Nursery Progress: Makin’ A Mobile,"March 30, 2010",Sherry Petersik,178
195,http://www.younghouselove.com/2013/02/a-little-clara-cluster/,True,A Little Clara Cluster,"February 6, 2013",Sherry Petersik,309
196,http://www.younghouselove.com/2013/02/living-on-the-ledge/,True,Living On The Ledge,"February 11, 2013",Sherry Petersik,255
197,http://www.younghouselove.com/2013/01/a-dove-and-a-moose-walk-into-a-bar/comment-page-4/#comment-1356449,False,NA,NA,NA,NA
198,http://www.younghouselove.com/2013/01/big-girl-big-dreams/,True,"Big Girl, Big Dreams","January 21, 2013",Sherry Petersik,330
199,http://www.younghouselove.com/2013/01/dried-paint-table-tweaks/,True,Dried Paint &amp; Table Tweaks,"January 23, 2013",Sherry Petersik,315
200,http://www.younghouselove.com/2013/01/a-dove-and-a-moose-walk-into-a-bar/,True,A Dove And A Moose Walk Into A Bar…,"January 28, 2013",Sherry Petersik,278
201,http://www.younghouselove.com/2013/02/claras-curtains/,True,Clara’s Curtains,"February 4, 2013",Sherry Petersik,271
202,http://www.younghouselove.com/2013/01/rolling-out-the-pink-carpet/,True,Rolling Out The Pink Carpet,"January 30, 2013",Sherry Petersik,334
203,http://www.younghouselove.com/2013/02/the-shade/,True,The Shade,"February 13, 2013",John Petersik,292
204,http://www.younghouselove.com/2013/02/january-superlatives-from-big-girl-room-to-big-a-coat/#comments,False,NA,NA,NA,NA
205,http://www.younghouselove.com/2013/02/january-superlatives-from-big-girl-room-to-big-a-coat/,True,January Superlatives: From Big Girl Room to Big A$$ Coat,"February 15, 2013",John Petersik,102
206,http://www.younghouselove.com/2013/01/last-minute-latch/,True,Last Minute Latch,"January 2, 2013",John Petersik,271
207,http://www.younghouselove.com/2013/01/shady-business-2/,True,Shady Business,"January 3, 2013",Sherry Petersik,954
208,http://www.younghouselove.com/2013/01/2013-resolutions/,True,2013 Resolutions…,"January 3, 2013",Sherry Petersik,332
209,http://www.younghouselove.com/2013/01/who-got-who-what/,True,Who Got Who What,"January 4, 2013",John Petersik,365
210,http://www.younghouselove.com/2013/01/mamma-mia-something-for-the-tv-ia/,True,"Mamma Mia, Something For The TV-ia","January 7, 2013",John Petersik,420
211,http://www.younghouselove.com/2013/01/some-midcentury-microdermabrasion/,True,Some Midcentury Microdermabrasion,"January 8, 2013",Sherry Petersik,573
212,http://www.younghouselove.com/2013/01/a-bang-up-job/,True,A Bang Up Job,"January 9, 2013",Sherry Petersik,569
213,http://www.younghouselove.com/2013/01/pack-it-up-pack-it-i/,True,"Pack It Up, Pack It In.","January 10, 2013",Sherry Petersik,215
214,http://www.younghouselove.com/2013/01/new-year-new-calendar/,True,"New Year, New Calendar","January 11, 2013",John Petersik,211
215,http://www.younghouselove.com/2013/01/some-sunroom-art/,True,Some Sunroom Art,"January 14, 2013",John Petersik,220
216,http://www.younghouselove.com/2013/01/my-most-favoritest-art-ever/,True,My Most Favoritest Art Ever,"January 15, 2013",John Petersik,266
217,http://www.younghouselove.com/2013/01/our-whole-house-color-palette/,True,Our Whole House Color Palette,"January 16, 2013",Sherry Petersik,196
218,http://www.younghouselove.com/2013/01/getting-square-in-the-sunroom/,True,Getting Square In The Sunroom,"January 17, 2013",Sherry Petersik,408
219,http://www.younghouselove.com/2013/01/on-the-road-again/,True,On The Road Again,"January 18, 2013",John Petersik,296
220,http://www.younghouselove.com/2013/01/how-the-book-bid-ness-works-at-least-for-us/,True,How The Book Bid-ness Works – At Least For Us,"January 22, 2013",Sherry Petersik,346
221,http://www.younghouselove.com/2013/01/house-crashing-cozy-full-of-character/,True,House Crashing: Cozy &amp; Full Of Character,"January 23, 2013",Sherry Petersik,226
222,http://www.younghouselove.com/2013/01/getting-personal/,True,Getting Personal…,"January 24, 2013",John Petersik,235
223,http://www.younghouselove.com/2013/01/our-completely-unofficial-macklemore-thrift-shop-challenge/,True,Our (Completely Unofficial) Macklemore Thrift Shop Challenge,"January 25, 2013",Sherry Petersik,564
224,http://www.younghouselove.com/2013/01/america-the-pegboard-iful/,True,America The Pegboard-iful,"January 29, 2013",John Petersik,228
225,http://www.younghouselove.com/2013/01/one-little-two-little-three-little-updates/,True,One Little Two Little Three Little Updates,"January 31, 2013",Sherry Petersik,135
226,http://www.younghouselove.com/page/2/,False,NA,NA,NA,NA
227,http://www.younghouselove.com/page/3/,False,NA,NA,NA,NA
228,http://www.younghouselove.com/page/4/,False,NA,NA,NA,NA
229,http://www.younghouselove.com/page/5/,False,NA,NA,NA,NA
230,http://www.younghouselove.com/page/6/,False,NA,NA,NA,NA
231,http://www.younghouselove.com/page/822/,False,NA,NA,NA,NA
232,http://www.younghouselove.com/about-2/book/,False,NA,NA,NA,NA
233,http://www.younghouselove.com/photo-gallery-2/our-first-house/,False,NA,NA,NA,NA
234,http://www.younghouselove.com/2009/05/three-years-ago-a-house-hunting-history/,True,Three Years Ago: A House Hunting History,"May 25, 2009",John Petersik,127
235,http://www.younghouselove.com/2011/04/claras-birth-story/,True,Clara’s Birth Story,"April 27, 2011",Sherry Petersik,2271
236,http://www.younghouselove.com/2010/10/this-pretty-much-made-our-year/,True,This Pretty Much Made Our Year,"October 26, 2010",Sherry Petersik,336
237,http://www.younghouselove.com/2009/01/our-rate-my-space-clip/,True,Our Rate My Space Clip,"January 7, 2009",John Petersik,33
238,http://www.younghouselove.com/2009/04/our-nest-made-the-nest-magazine/,True,Our Nest Made The Nest Magazine!,"April 13, 2009",Sherry Petersik,153
239,http://www.younghouselove.com/2011/03/newspaper-some-big-paper-news/,True,Newspaper &amp; (Some Big) Paper News,"March 17, 2011",John Petersik,758
240,http://www.younghouselove.com/2012/03/gimme-gimme-moore/,True,"Gimme, Gimme Moore","March 20, 2012",Sherry Petersik,342
241,http://www.younghouselove.com/2009/12/seriously/,True,Seriously?!,"December 17, 2009",Sherry Petersik,113
242,http://www.younghouselove.com/2009/07/our-live-tv-appearance-we-survived/,True,Our Live TV Appearance- We Survived!,"July 30, 2009",Sherry Petersik,96
243,http://www.younghouselove.com/2012/03/whos-the-joss/,True,Who’s The Joss?,"March 28, 2012",Sherry Petersik,242
244,http://www.younghouselove.com/wp-content/uploads/press/Press-RichMag-SourceFull.jpg,False,NA,NA,NA,NA
245,http://www.younghouselove.com/wp-content/uploads/2009/01/diyyounghouselovespringforweb.pdf,False,NA,NA,NA,NA
246,http://www.younghouselove.com/2009/04/our-latest-article-in-do-it-yourself-magazine/,True,Our Latest Article In Do It Yourself Magazine,"April 21, 2009",Sherry Petersik,44
247,http://www.younghouselove.com/2009/08/weve-got-issues/,True,We’ve Got Issues,"August 3, 2009",John Petersik,41
248,http://www.younghouselove.com/wp-content/uploads/press/BHG-Big-Style-Inside.jpg,False,NA,NA,NA,NA
249,http://www.younghouselove.com/wp-content/uploads/press/BHGChina-LargeWeb.jpg,False,NA,NA,NA,NA
250,http://www.younghouselove.com/wp-content/uploads/press/Press-Kitchen-Bath-Article.jpg,False,NA,NA,NA,NA
251,http://www.younghouselove.com/wp-content/uploads/press/Press-Baby-Talk-Mention.jpg,False,NA,NA,NA,NA
252,http://www.younghouselove.com/wp-content/uploads/press/Press-American-Baby-Article.jpg,False,NA,NA,NA,NA
253,http://www.younghouselove.com/wp-content/uploads/press/about-the-washington-post-blog-watch.jpg,False,NA,NA,NA,NA
254,http://www.younghouselove.com/2010/08/do-it-yourself-readymade/,True,Do It Yourself &amp; ReadyMade,"August 25, 2010",John Petersik,77
255,http://www.younghouselove.com/wp-content/uploads/press/SFChronicleFULL.jpg,False,NA,NA,NA,NA
256,http://www.younghouselove.com/wp-content/uploads/press/Press-Chicago-Red-Eye2.jpg,False,NA,NA,NA,NA
257,http://www.younghouselove.com/wp-content/uploads/press/NestwithKitchen-Article.jpg,False,NA,NA,NA,NA
258,http://www.younghouselove.com/wp-content/uploads/press/Press-Nest-Organize-Everyth.jpg,False,NA,NA,NA,NA
259,http://www.younghouselove.com/2011/03/bringing-stodgy-back-2/,True,Bringing Stodgy Back,"March 10, 2011",John Petersik,239
260,http://www.younghouselove.com/2011/05/my-mothers-day-proof-im-crazy/,True,My 1st Mother’s Day &amp; Proof I’m Crazy,"May 10, 2011",Sherry Petersik,269
261,http://www.younghouselove.com/wp-content/uploads/press/BloggingDummies-HobbyCareer.jpg,False,NA,NA,NA,NA
262,http://www.younghouselove.com/wp-content/uploads/press/about-richmond-times-dispatch.jpg,False,NA,NA,NA,NA
263,http://www.younghouselove.com/2007/12/wed-like-to-thank-the-academy/,True,We’d Like To Thank The Academy…,"December 8, 2007",Sherry Petersik,11
264,http://www.younghouselove.com/wp-content/uploads/press/Press-DIY-Art-Summer11.jpg,False,NA,NA,NA,NA
265,http://www.younghouselove.com/wp-content/uploads/press/Press-DIY-Summer-11-Article.jpg,False,NA,NA,NA,NA
266,http://www.younghouselove.com/2010/01/he-said-she-said-our-diy-column-is-back/,True,"He Said, She Said: Our DIY Column Is Back","January 29, 2010",John Petersik,43
267,http://www.younghouselove.com/2009/11/our-diy-column-is-here-he-said-she-said/,True,"Our DIY Column Is Here: He Said, She Said","November 5, 2009",John Petersik,54
268,http://www.younghouselove.com/2010/03/hot-off-the-presses-southern-flourish/,True,Hot Off The Presses: Southern Flourish,"March 15, 2010",Sherry Petersik,78
269,http://www.younghouselove.com/how-to/most-popular/,False,NA,NA,NA,NA
270,http://www.younghouselove.com/2010/02/nursery-progress-getting-the-hang-of-it/,True,Nursery Progress: Getting The Hang Of It,"February 9, 2010",Sherry Petersik,393
271,http://www.younghouselove.com/2009/02/how-to-paint-furniture/,True,How To Paint Furniture,"February 10, 2009",Sherry Petersik,1237
272,http://www.younghouselove.com/2011/08/320-pins/,True,320 Pins,"August 2, 2011",Sherry Petersik,395
273,http://www.younghouselove.com/how-to/painting/,False,NA,NA,NA,NA
274,http://www.younghouselove.com/2012/01/how-to-paint-your-cabinets-aka-hallelujah/,True,How To Paint Your Cabinets (aka: Hallelujah!),"January 4, 2012",Sherry Petersik,854
275,http://www.younghouselove.com/2009/06/email-answer-picking-the-perfect-paint-color/,True,Email Answer: Picking The Perfect Paint Color,"June 10, 2009",Sherry Petersik,951
276,http://www.younghouselove.com/2011/02/holy-buckets/,True,Holy Buckets,"February 21, 2011",Sherry Petersik,569
277,http://www.younghouselove.com/how-to/decorating/,False,NA,NA,NA,NA
278,http://www.younghouselove.com/2008/07/how-to-upholster-a-headboard/,True,How To Upholster A Headboard,"July 14, 2008",Sherry Petersik,124
279,http://www.younghouselove.com/2010/07/office-progress-getting-our-art-groove-on/,True,Office Progress: Getting Our Art Groove On,"July 20, 2010",John Petersik,284
280,http://www.younghouselove.com/2011/12/living-room-cha-cha-cha-changes/,True,Living Room Cha-cha-cha-changes,"December 6, 2011",Sherry Petersik,821
281,http://www.younghouselove.com/how-to/furniture-upgrades/,False,NA,NA,NA,NA
282,http://www.younghouselove.com/2011/10/color-me-happy/,True,Color Me Happy,"October 6, 2011",Sherry Petersik,323
283,http://www.younghouselove.com/2010/03/nursery-progress-refinishing-a-veneer-dresser/,True,Nursery Progress: Refinishing A Veneer Dresser,"March 2, 2010",Sherry Petersik,542
284,http://www.younghouselove.com/2012/03/hi-chair-how-are-ya/,True,"Hi, chair. How are ya?","March 29, 2012",Sherry Petersik,490
